"SOURCE","Source","BRANCH","Branch","TYPEXP","Type of Expenditure","TYPROG","Type of Programme","UNIT","Measure","COUNTRY","Country","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"10","Public","5","Family","2","Benefits in kind","521","Family - Early childhood education and care (ECEC)","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0.457,,
"10","Public","5","Family","2","Benefits in kind","0","Total","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0.806,,
"10","Public","6","Active labour market programmes","0","Total","601","Active labour market programmes - PES and Administration","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0,,
"10","Public","6","Active labour market programmes","0","Total","602","Active labour market programmes - Training","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0.147,,
"10","Public","6","Active labour market programmes","0","Total","603","Active labour market programmes - Job Rotation and Job Sharing","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0,,
"10","Public","6","Active labour market programmes","0","Total","604","Active labour market programmes - Employment Incentives","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0.044,,
"10","Public","6","Active labour market programmes","0","Total","605","Active labour market programmes - Supported Employment and Rehabilitation","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0,,
"10","Public","6","Active labour market programmes","0","Total","0","Total","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0.232,,
"10","Public","6","Active labour market programmes","0","Total","606","Active labour market programmes - Direct Job Creation","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0.04,,
"10","Public","6","Active labour market programmes","0","Total","607","Active labour market programmes - Start-Up Incentives","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0.002,,
"10","Public","7","Unemployment","0","Total","0","Total","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0.055,,
"10","Public","7","Unemployment","1","Cash benefits","711","Unemployment - Unemployment compensation / severance pay","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0.012,,
"10","Public","7","Unemployment","1","Cash benefits","712","Unemployment- Early retirement for labour market reasons","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0.043,,
"10","Public","7","Unemployment","1","Cash benefits","0","Total","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0.055,,
"10","Public","7","Unemployment","2","Benefits in kind","0","Total","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0,,
"10","Public","8","Housing","0","Total","0","Total","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0.923,,
"10","Public","8","Housing","1","Cash benefits","0","Total","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0,,
"10","Public","8","Housing","2","Benefits in kind","821","Housing - Housing assistance","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0.732,,
"10","Public","8","Housing","2","Benefits in kind","822","Housing - Other benefits in kind","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0.19,,
"10","Public","8","Housing","2","Benefits in kind","0","Total","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0.923,,
"10","Public","9","Other social policy areas","0","Total","0","Total","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0.267,,
"10","Public","9","Other social policy areas","1","Cash benefits","911","Other social policy areas - Income maintenance","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0,,
"10","Public","9","Other social policy areas","1","Cash benefits","912","Other social policy areas - Other cash benefits","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0.171,,
"10","Public","9","Other social policy areas","1","Cash benefits","0","Total","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0.171,,
"10","Public","9","Other social policy areas","2","Benefits in kind","921","Other social policy areas - Social assistance","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0,,
"10","Public","9","Other social policy areas","2","Benefits in kind","922","Other social policy areas - Other benefits in kind","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0.095,,
"10","Public","9","Other social policy areas","2","Benefits in kind","0","Total","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0.095,,
"10","Public","90","Total","0","Total","0","Total","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,10.449,,
"10","Public","90","Total","1","Cash benefits","0","Total","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,4.747,,
"10","Public","90","Total","2","Benefits in kind","0","Total","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,5.47,,
"20","Mandatory private","1","Old age","0","Total","0","Total","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,1.208,,
"20","Mandatory private","1","Old age","1","Cash benefits","111","Old age - Pension","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0.626,,
"20","Mandatory private","1","Old age","1","Cash benefits","112","Old age - Early retirement pension","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0.582,,
"20","Mandatory private","1","Old age","1","Cash benefits","113","Old age - Other cash benefits","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0,,
"20","Mandatory private","1","Old age","1","Cash benefits","0","Total","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,1.208,,
"20","Mandatory private","1","Old age","2","Benefits in kind","121","Old age - Residential care / Home-help services","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0,,
"20","Mandatory private","1","Old age","2","Benefits in kind","122","Old age - Other benefits in kind","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0,,
"20","Mandatory private","1","Old age","2","Benefits in kind","0","Total","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0,,
"20","Mandatory private","2","Survivors","0","Total","0","Total","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0.248,,
"20","Mandatory private","2","Survivors","1","Cash benefits","211","Survivors - Pension","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0.248,,
"20","Mandatory private","2","Survivors","1","Cash benefits","212","Survivors - Other cash benefits","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0,,
"20","Mandatory private","2","Survivors","1","Cash benefits","0","Total","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0.248,,
"20","Mandatory private","2","Survivors","2","Benefits in kind","221","Survivors - Funeral expenses","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0,,
"20","Mandatory private","2","Survivors","2","Benefits in kind","222","Survivors - Other benefits in kind","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0,,
"20","Mandatory private","2","Survivors","2","Benefits in kind","0","Total","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0,,
"20","Mandatory private","3","Incapacity related","0","Total","0","Total","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0.228,,
"20","Mandatory private","3","Incapacity related","1","Cash benefits","311","Incapacity related - Disability pensions","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0.228,,
"20","Mandatory private","3","Incapacity related","1","Cash benefits","312","Incapacity related - Pensions (occupational injury and disease)","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0,,
"20","Mandatory private","3","Incapacity related","1","Cash benefits","313","Incapacity related - Paid sick leave (occupational injury and disease)","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0,,
"20","Mandatory private","3","Incapacity related","1","Cash benefits","314","Incapacity related - Paid sick leave (other sickness daily allowances)","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0,,
"20","Mandatory private","3","Incapacity related","1","Cash benefits","315","Incapacity related - Other cash benefits","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0,,
"20","Mandatory private","3","Incapacity related","1","Cash benefits","0","Total","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0.228,,
"20","Mandatory private","3","Incapacity related","2","Benefits in kind","321","Incapacity related - Residential care / Home-help services","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0,,
"20","Mandatory private","3","Incapacity related","2","Benefits in kind","322","Incapacity related - Rehabilitation services","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0,,
"20","Mandatory private","3","Incapacity related","2","Benefits in kind","323","Incapacity related - Other benefits in kind","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0,,
"20","Mandatory private","3","Incapacity related","2","Benefits in kind","0","Total","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0,,
"20","Mandatory private","4","Health","0","Total","0","Total","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,1.215,,
"20","Mandatory private","4","Health","1","Cash benefits","0","Total","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,1.215,,
"20","Mandatory private","4","Health","2","Benefits in kind","0","Total","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0,,
"20","Mandatory private","5","Family","0","Total","0","Total","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0,,
"20","Mandatory private","5","Family","1","Cash benefits","511","Family - Family allowances","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0,,
"20","Mandatory private","5","Family","1","Cash benefits","512","Family - Maternity and parental leave","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0,,
"20","Mandatory private","5","Family","1","Cash benefits","513","Family - Other cash benefits","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0,,
"20","Mandatory private","5","Family","1","Cash benefits","0","Total","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0,,
"20","Mandatory private","5","Family","2","Benefits in kind","521","Family - Early childhood education and care (ECEC)","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0,,
"20","Mandatory private","5","Family","2","Benefits in kind","0","Total","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0,,
"20","Mandatory private","6","Active labour market programmes","0","Total","601","Active labour market programmes - PES and Administration","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0,,
"20","Mandatory private","6","Active labour market programmes","0","Total","602","Active labour market programmes - Training","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0,,
"20","Mandatory private","6","Active labour market programmes","0","Total","603","Active labour market programmes - Job Rotation and Job Sharing","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0,,
"20","Mandatory private","6","Active labour market programmes","0","Total","604","Active labour market programmes - Employment Incentives","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0,,
"20","Mandatory private","6","Active labour market programmes","0","Total","605","Active labour market programmes - Supported Employment and Rehabilitation","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0,,
"20","Mandatory private","6","Active labour market programmes","0","Total","0","Total","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0,,
"20","Mandatory private","6","Active labour market programmes","0","Total","606","Active labour market programmes - Direct Job Creation","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0,,
"20","Mandatory private","6","Active labour market programmes","0","Total","607","Active labour market programmes - Start-Up Incentives","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0,,
"20","Mandatory private","7","Unemployment","0","Total","0","Total","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0.284,,
"20","Mandatory private","7","Unemployment","1","Cash benefits","711","Unemployment - Unemployment compensation / severance pay","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0.284,,
"20","Mandatory private","7","Unemployment","1","Cash benefits","712","Unemployment- Early retirement for labour market reasons","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0,,
"20","Mandatory private","7","Unemployment","1","Cash benefits","0","Total","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0.284,,
"20","Mandatory private","7","Unemployment","2","Benefits in kind","0","Total","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0,,
"20","Mandatory private","8","Housing","0","Total","0","Total","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0,,
"20","Mandatory private","8","Housing","1","Cash benefits","0","Total","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0,,
"20","Mandatory private","8","Housing","2","Benefits in kind","821","Housing - Housing assistance","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0,,
"20","Mandatory private","8","Housing","2","Benefits in kind","822","Housing - Other benefits in kind","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0,,
"20","Mandatory private","8","Housing","2","Benefits in kind","0","Total","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0,,
"20","Mandatory private","9","Other social policy areas","0","Total","0","Total","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0,,
"20","Mandatory private","9","Other social policy areas","1","Cash benefits","911","Other social policy areas - Income maintenance","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0,,
"20","Mandatory private","9","Other social policy areas","1","Cash benefits","912","Other social policy areas - Other cash benefits","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0,,
"20","Mandatory private","9","Other social policy areas","1","Cash benefits","0","Total","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0,,
"20","Mandatory private","9","Other social policy areas","2","Benefits in kind","921","Other social policy areas - Social assistance","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0,,
"20","Mandatory private","9","Other social policy areas","2","Benefits in kind","922","Other social policy areas - Other benefits in kind","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0,,
"20","Mandatory private","9","Other social policy areas","2","Benefits in kind","0","Total","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,3.184,,
"20","Mandatory private","90","Total","1","Cash benefits","0","Total","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,3.184,,
"20","Mandatory private","90","Total","2","Benefits in kind","0","Total","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0,,
"30","Voluntary private","4","Health","0","Total","0","Total","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,1.645,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,1.645,,
"10_20","Public and mandatory private","1","Old age","0","Total","0","Total","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,3.74,,
"10_20","Public and mandatory private","1","Old age","1","Cash benefits","111","Old age - Pension","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,3.083,,
"10_20","Public and mandatory private","1","Old age","1","Cash benefits","112","Old age - Early retirement pension","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0.619,,
"10_20","Public and mandatory private","1","Old age","1","Cash benefits","113","Old age - Other cash benefits","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0.029,,
"10_20","Public and mandatory private","1","Old age","1","Cash benefits","0","Total","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,3.731,,
"10_20","Public and mandatory private","1","Old age","2","Benefits in kind","121","Old age - Residential care / Home-help services","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0.01,,
"10_20","Public and mandatory private","1","Old age","2","Benefits in kind","122","Old age - Other benefits in kind","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0,,
"10_20","Public and mandatory private","1","Old age","2","Benefits in kind","0","Total","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0.01,,
"10_20","Public and mandatory private","2","Survivors","0","Total","0","Total","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0.882,,
"10_20","Public and mandatory private","2","Survivors","1","Cash benefits","211","Survivors - Pension","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0.855,,
"10_20","Public and mandatory private","2","Survivors","1","Cash benefits","212","Survivors - Other cash benefits","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0.014,,
"10_20","Public and mandatory private","2","Survivors","1","Cash benefits","0","Total","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0.869,,
"10_20","Public and mandatory private","2","Survivors","2","Benefits in kind","221","Survivors - Funeral expenses","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0.012,,
"10_20","Public and mandatory private","2","Survivors","2","Benefits in kind","222","Survivors - Other benefits in kind","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0,,
"10_20","Public and mandatory private","2","Survivors","2","Benefits in kind","0","Total","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0.012,,
"10_20","Public and mandatory private","3","Incapacity related","0","Total","0","Total","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0.953,,
"10_20","Public and mandatory private","3","Incapacity related","1","Cash benefits","311","Incapacity related - Disability pensions","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0.698,,
"10_20","Public and mandatory private","3","Incapacity related","1","Cash benefits","312","Incapacity related - Pensions (occupational injury and disease)","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0.012,,
"10_20","Public and mandatory private","3","Incapacity related","1","Cash benefits","313","Incapacity related - Paid sick leave (occupational injury and disease)","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0.006,,
"10_20","Public and mandatory private","3","Incapacity related","1","Cash benefits","314","Incapacity related - Paid sick leave (other sickness daily allowances)","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0.23,,
"10_20","Public and mandatory private","3","Incapacity related","1","Cash benefits","315","Incapacity related - Other cash benefits","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0.001,,
"10_20","Public and mandatory private","3","Incapacity related","1","Cash benefits","0","Total","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0.947,,
"10_20","Public and mandatory private","3","Incapacity related","2","Benefits in kind","321","Incapacity related - Residential care / Home-help services","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0,,
"10_20","Public and mandatory private","3","Incapacity related","2","Benefits in kind","322","Incapacity related - Rehabilitation services","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0.006,,
"10_20","Public and mandatory private","3","Incapacity related","2","Benefits in kind","323","Incapacity related - Other benefits in kind","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0,,
"10_20","Public and mandatory private","3","Incapacity related","2","Benefits in kind","0","Total","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0.006,,
"10_20","Public and mandatory private","4","Health","0","Total","0","Total","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,4.832,,
"10_20","Public and mandatory private","4","Health","1","Cash benefits","0","Total","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,1.215,,
"10_20","Public and mandatory private","4","Health","2","Benefits in kind","0","Total","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,3.618,,
"10_20","Public and mandatory private","5","Family","0","Total","0","Total","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,1.465,,
"10_20","Public and mandatory private","5","Family","1","Cash benefits","511","Family - Family allowances","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0.405,,
"10_20","Public and mandatory private","5","Family","1","Cash benefits","512","Family - Maternity and parental leave","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0.25,,
"10_20","Public and mandatory private","5","Family","1","Cash benefits","513","Family - Other cash benefits","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0.004,,
"10_20","Public and mandatory private","5","Family","1","Cash benefits","0","Total","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0.659,,
"10_20","Public and mandatory private","5","Family","2","Benefits in kind","521","Family - Early childhood education and care (ECEC)","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0.457,,
"10_20","Public and mandatory private","5","Family","2","Benefits in kind","0","Total","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0.806,,
"10_20","Public and mandatory private","6","Active labour market programmes","0","Total","601","Active labour market programmes - PES and Administration","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0,,
"10_20","Public and mandatory private","6","Active labour market programmes","0","Total","602","Active labour market programmes - Training","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0.147,,
"10_20","Public and mandatory private","6","Active labour market programmes","0","Total","603","Active labour market programmes - Job Rotation and Job Sharing","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0,,
"10_20","Public and mandatory private","6","Active labour market programmes","0","Total","604","Active labour market programmes - Employment Incentives","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0.044,,
"10_20","Public and mandatory private","6","Active labour market programmes","0","Total","605","Active labour market programmes - Supported Employment and Rehabilitation","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0,,
"10_20","Public and mandatory private","6","Active labour market programmes","0","Total","0","Total","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0.232,,
"10_20","Public and mandatory private","6","Active labour market programmes","0","Total","606","Active labour market programmes - Direct Job Creation","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0.04,,
"10_20","Public and mandatory private","6","Active labour market programmes","0","Total","607","Active labour market programmes - Start-Up Incentives","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0.002,,
"10_20","Public and mandatory private","7","Unemployment","0","Total","0","Total","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0.339,,
"10_20","Public and mandatory private","7","Unemployment","1","Cash benefits","711","Unemployment - Unemployment compensation / severance pay","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0.296,,
"10_20","Public and mandatory private","7","Unemployment","1","Cash benefits","712","Unemployment- Early retirement for labour market reasons","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0.043,,
"10_20","Public and mandatory private","7","Unemployment","1","Cash benefits","0","Total","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0.339,,
"10_20","Public and mandatory private","7","Unemployment","2","Benefits in kind","0","Total","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0,,
"10_20","Public and mandatory private","8","Housing","0","Total","0","Total","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0.923,,
"10_20","Public and mandatory private","8","Housing","1","Cash benefits","0","Total","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0,,
"10_20","Public and mandatory private","8","Housing","2","Benefits in kind","821","Housing - Housing assistance","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0.732,,
"10_20","Public and mandatory private","8","Housing","2","Benefits in kind","822","Housing - Other benefits in kind","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0.19,,
"10_20","Public and mandatory private","8","Housing","2","Benefits in kind","0","Total","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0.923,,
"10_20","Public and mandatory private","9","Other social policy areas","0","Total","0","Total","PCT_GNI","In percentage of Gross National Income","CHL","Chile","2013","2013","PC","Percentage","0","units",,,0.267,,
